Cod_Matricula;Descricao_Curso;Modalidade;Instituicao;Ultimo_Periodo_Letivo;Idade;Sexo;Situacao_Matricula;Forma_Ingresso;Semestre_Letivo_Inicial;Tempo;Cor;CR;Fez_Estágio
69;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;22;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
70;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;21;M;Evadido;Ampla Concorrência;2005/2;1;BRA;;Não
71;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;17;M;Evadido;Ampla Concorrência;2005/2;1;BRA;;Não
72;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;23;M;Concluído;Ampla Concorrência;2005/2;2,5;PAR;;Não
73;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
252;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;19;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
82;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2005/2;18;M;Evadido;Ampla Concorrência;2005/2;0,5;PAR;;Não
83;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;17;F;Evadido;Ampla Concorrência;2005/2;3;BRA;;Não
84;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;33;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
85;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;21;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
86;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;34;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
87;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;24;F;Evadido;Ampla Concorrência;2005/2;3;PAR;;Não
88;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
89;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;19;M;Concluído;Ampla Concorrência;2005/2;2,5;AMA;;Não
956;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;22;M;Evadido;Ampla Concorrência;2008/2;0,5;AMA;;Não
90;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;19;M;Evadido;Ampla Concorrência;2005/2;3,5;BRA;;Não
91;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;F;Concluído;Ampla Concorrência;2005/2;3;BRA;;Não
92;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;26;M;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
93;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;16;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
94;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;21;M;Concluído;Ampla Concorrência;2005/2;3;BRA;;Não
95;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
96;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Evadido;Ampla Concorrência;2005/2;2;BRA;;Não
97;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;24;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
1402;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2014/1;28;M;Concluído;Ampla Concorrência;2009/2;5;BRA;;Sim
98;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;26;F;Evadido;Ampla Concorrência;2005/2;3,5;BRA;;Não
99;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/2;29;M;Evadido;Ampla Concorrência;2005/2;1,5;BRA;;Não
100;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;40;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
101;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;22;M;Concluído;Ampla Concorrência;2005/2;2,5;PAR;;Não
102;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;20;F;Evadido;Ampla Concorrência;2005/2;1;BRA;;Não
103;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
104;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
105;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;20;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
106;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
1261;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;22;F;Evadido;Ampla Concorrência;2009/1;2,5;BRA;;Não
107;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;40;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
108;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;24;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
109;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;23;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
110;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;20;F;Evadido;Ampla Concorrência;2005/2;2,5;NEG;;Não
111;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;21;M;Evadido;Ampla Concorrência;2005/2;1;PAR;;Não
112;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;20;M;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
113;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;30;M;Evadido;Ampla Concorrência;2005/2;3;PAR;;Não
114;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
115;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
7217;Tecnologias de Produção de Rochas Ornamentais;Pós-Graduação;Campus Cachoeiro de Itapemirim;2019/2;30;M;Concluído;Ampla Concorrência;2018/2;1,5;BRA;;Não
1903;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2017/2;22;M;Concluído;Ampla Concorrência;2010/2;7,5;BRA;;Sim
116;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;21;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
2344;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2013/1;27;F;Evadido;Ampla Concorrência;2011/2;2;PAR;;Não
2333;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2012/1;23;M;Evadido;Ampla Concorrência;2011/2;1;BRA;;Não
117;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
118;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;22;M;Evadido;Ampla Concorrência;2005/2;1;PAR;;Não
119;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
120;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/2;26;M;Evadido;Ampla Concorrência;2005/2;1,5;PAR;;Não
121;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
122;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;20;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
123;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;19;F;Concluído;Ampla Concorrência;2005/2;2;NEG;;Não
124;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;M;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
1259;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;21;M;Evadido;Ampla Concorrência;2009/1;1;BRA;;Não
1396;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2014/1;21;M;Concluído;Ampla Concorrência;2009/2;5;BRA;;Sim
125;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;F;Concluído;Ampla Concorrência;2005/2;2;PAR;;Não
126;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;17;F;Concluído;Ampla Concorrência;2005/2;2;BRA;;Não
4168;Educação Matemática na EJA;Aperfeiçoamento;Campus Cachoeiro de Itapemirim;2014/1;26;F;Concluído;Ampla Concorrência;2014/1;0,5;BRA;;Não
5954;Educação Especial;Extensão;Campus Cachoeiro de Itapemirim;2017/2;29;F;Concluído;Outros;2017/2;0,5;BRA;;Não
127;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;21;M;Concluído;Ampla Concorrência;2005/2;2,5;BRA;;Não
128;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;19;M;Evadido;Ampla Concorrência;2005/2;1;PAR;;Não
129;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;M;Concluído;Ampla Concorrência;2005/2;2,5;BRA;;Não
132;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Sim
6722;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/1;30;M;Evadido;Outros;2018/1;4,5;PAR;;Não
133;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;NEG;;Sim
134;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
135;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;18;M;Concluído;Ampla Concorrência;2006/1;3;NEG;;Sim
1195;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;21;M;Evadido;Ampla Concorrência;2009/1;1;NEG;;Não
1595;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;22;M;Evadido;Ampla Concorrência;2010/1;1;NEG;;Não
136;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;20;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
137;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;21;M;Concluído;Ampla Concorrência;2006/1;4;PAR;;Sim
138;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
139;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;16;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
140;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;18;M;Evadido;Ampla Concorrência;2006/1;3;BRA;;Não
190;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;F;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
191;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;F;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
192;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;36;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
193;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;F;Concluído;Ampla Concorrência;2006/1;2,5;BRA;;Não
194;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;F;Concluído;Ampla Concorrência;2006/1;2,5;PAR;;Não
195;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;18;F;Concluído;Ampla Concorrência;2006/1;3;BRA;;Não
196;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;F;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
1273;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;20;F;Evadido;Ampla Concorrência;2009/1;1;BRA;;Não
141;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Sim
949;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/1;21;M;Evadido;Ampla Concorrência;2008/2;2;BRA;;Não
142;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2006/2;19;M;Evadido;Ampla Concorrência;2006/1;1;BRA;;Não
197;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2009/1;17;M;Evadido;Ampla Concorrência;2006/1;3,5;PAR;;Não
198;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
199;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Evadido;Ampla Concorrência;2006/1;2;BRA;;Não
200;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
2279;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;23;M;Evadido;Ampla Concorrência;2011/2;1,5;PAR;;Não
201;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;17;F;Evadido;Ampla Concorrência;2006/1;0,5;PAR;;Não
344;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;17;F;Evadido;Ampla Concorrência;2006/2;2;PAR;;Não
202;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;F;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
203;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;21;F;Concluído;Ampla Concorrência;2006/1;2,5;BRA;;Não
1268;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;24;F;Evadido;Ampla Concorrência;2009/1;1;BRA;;Não
204;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;F;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
205;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;F;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
1655;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2013/2;22;F;Concluído;Ampla Concorrência;2010/1;4;BRA;;Não
952;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;26;F;Evadido;Ampla Concorrência;2008/2;2,5;PAR;;Não
206;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;24;F;Evadido;Ampla Concorrência;2006/1;0,5;PAR;;Não
207;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;24;F;Evadido;Ampla Concorrência;2006/1;2;NEG;;Não
208;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;27;F;Evadido;Ampla Concorrência;2006/1;2,5;BRA;;Não
1271;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;30;F;Evadido;Ampla Concorrência;2009/1;1;BRA;;Não
209;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;19;F;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
143;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2006/2;29;F;Evadido;Ampla Concorrência;2006/1;1;BRA;;Não
144;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;23;M;Evadido;Ampla Concorrência;2006/1;0,5;PAR;;Não
145;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;24;M;Evadido;Ampla Concorrência;2006/1;3;PAR;;Não
146;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;17;F;Evadido;Ampla Concorrência;2006/1;0,5;BRA;;Não
147;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;24;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
148;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;M;Concluído;Ampla Concorrência;2006/1;2,5;NEG;;Sim
149;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;23;M;Concluído;Ampla Concorrência;2006/1;2;NEG;;Sim
150;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;32;M;Evadido;Ampla Concorrência;2006/1;2;BRA;;Não
151;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/1;18;M;Evadido;Ampla Concorrência;2006/1;1,5;BRA;;Não
152;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;17;F;Concluído;Ampla Concorrência;2006/1;2,5;BRA;;Sim
153;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;18;M;Evadido;Ampla Concorrência;2006/1;3;BRA;;Não
154;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;17;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
155;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;22;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
156;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;19;M;Concluído;Ampla Concorrência;2006/1;3;BRA;;Sim
157;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
3692;Desenhista Mecânico;FIC;Campus Cachoeiro de Itapemirim;2013/2;25;M;Concluído;Outros;2013/2;0,5;BRA;;Não
158;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Evadido;Ampla Concorrência;2006/1;2;BRA;;Não
159;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;23;M;Evadido;Ampla Concorrência;2006/1;2,5;BRA;;Não
160;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2009/2;31;M;Concluído;Ampla Concorrência;2006/1;4;BRA;;Sim
161;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
162;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;21;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
210;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;17;F;Evadido;Ampla Concorrência;2006/1;2,5;PAR;;Não
163;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;24;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
211;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;16;F;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
212;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;18;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Não
3081;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2015/2;24;M;Concluído;Ampla Concorrência;2012/2;3,5;BRA;;Sim
213;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;20;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
214;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;36;F;Evadido;Ampla Concorrência;2006/1;0,5;BRA;;Não
215;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/2;19;F;Evadido;Ampla Concorrência;2006/1;3;BRA;;Não
216;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;21;F;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
217;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;M;Concluído;Ampla Concorrência;2006/1;2,5;BRA;;Não
218;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2006/1;18;F;Evadido;Ampla Concorrência;2006/1;0,5;BRA;;Não
219;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2009/1;19;M;Evadido;Ampla Concorrência;2006/1;3,5;PAR;;Não
220;Técnico em Mineração - Rochas Ornamentais;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;19;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Não
164;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;22;M;Concluído;Ampla Concorrência;2006/1;2,5;NÃO;;Sim
165;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;23;M;Concluído;Ampla Concorrência;2006/1;2;BRA;;Sim
166;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;21;M;Evadido;Ampla Concorrência;2006/1;2;NEG;;Não
167;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;19;M;Evadido;Ampla Concorrência;2006/1;2;NEG;;Não
168;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2008/1;18;M;Concluído;Ampla Concorrência;2006/1;2,5;BRA;;Sim
169;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2007/2;30;M;Concluído;Ampla Concorrência;2006/1;2;PAR;;Sim
1632;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2011/2;34;M;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
