Cod_Matricula;Situacao_Matricula;Forma_Ingresso;Semestre_Letivo_Inicial;Desc_Curso;Modalidade;Instituicao;Desc_Disciplina;Quantidade_Reprovacoes
4933;Evadido;Ação Afirmativa;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico;4
4933;Evadido;Ação Afirmativa;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;4
4933;Evadido;Ação Afirmativa;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;4
4933;Evadido;Ação Afirmativa;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;4
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Ensaios e comandos elétricos;2
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletrônica digital;2
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Gestão empreendedora;2
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Lubrificação;2
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Manutenção;2
4923;Evadido;Ampla Concorrência;2015/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Máquinas elétricas;2
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Propriedades e resistências dos materiais;1
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Cartografia e topografia;1
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico e introdução ao AutoCAD;1
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Português instrumental;1
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia geral;1
7694;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Química aplicada à mineração;1
7585;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Inglês técnico;1
7585;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Resistência dos materiais;1
7585;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Elementos de máquinas I;1
7586;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Inglês técnico;1
7586;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Resistência dos materiais;1
7586;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Elementos de máquinas I;1
7662;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
7662;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Modelagem de dados;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Empreendedorismo;1
7663;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Recursos humanos / segurança, meio ambiente e saúde;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Elementos de máquinas;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletrônica;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Inglês técnico;1
7587;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Fabricação;1
7696;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Mineração e meio ambiente;1
7696;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Aplicação de bens minerais e energéticos;1
7665;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
7665;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
7581;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Informática aplicada;1
7581;Evadido;Ampla Concorrência;2019/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico;1
7655;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
7655;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
7655;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
7655;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Cartografia e topografia;1
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Estabilidade e desmonte de rochas;2
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Mineração e meio ambiente;1
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geoprocessamento aplicado à mineração;1
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Mineralogia e petrografia;2
7692;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia aplicada;2
7693;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia geral;1
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Estabilidade e desmonte de rochas;1
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Método de lavra;1
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Mineração e meio ambiente;1
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geoprocessamento aplicado à mineração;1
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;SMS aplicado à mineração;2
7691;Evadido;Ampla Concorrência;2019/2;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Pesquisa mineral;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;1
7654;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Modelagem de dados;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Empreendedorismo;1
7657;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Recursos humanos / segurança, meio ambiente e saúde;1
7658;Evadido;Ampla Concorrência;2019/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Propriedades e resistências dos materiais;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Cartografia e topografia;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico e introdução ao AutoCAD;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Português instrumental;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia geral;1
5696;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Química aplicada à mineração;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Propriedades e resistências dos materiais;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Cartografia e topografia;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico e introdução ao AutoCAD;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Português instrumental;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia geral;1
5697;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Química aplicada à mineração;1
5698;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Geologia geral;1
5698;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Química aplicada à mineração;1
5699;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Estabilidade e desmonte de rochas;2
5699;Evadido;Ampla Concorrência;2017/1;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;Mineralogia e petrografia;2
5478;Evadido;Ampla Concorrência;2017/1;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
5478;Evadido;Ampla Concorrência;2017/1;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;2
5478;Evadido;Ampla Concorrência;2017/1;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Tecnologia de materiais;2
5478;Evadido;Ampla Concorrência;2017/1;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Segurança, meio ambiente e saúde;2
5422;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;2
5422;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;2
5422;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;2
5422;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;2
5422;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;2
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Banco de dados;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Linguagens de programação;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais de redes;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Implementação de redes;1
5423;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Análise e projeto de sistemas;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;3
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Banco de dados;2
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais de redes;2
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Programação para a web;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos gráficos para a web;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Projeto de redes;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Análise e projeto de sistemas;2
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Serviços de redes;1
5424;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Projeto integrador;1
5425;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
5425;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
5425;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
5425;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;1
5425;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
5405;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
5405;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
5405;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
5405;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;1
5405;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
5407;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;2
5407;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;2
5407;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;2
5407;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;2
5408;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;3
5408;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;3
5408;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;3
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Modelagem de dados;1
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Empreendedorismo;1
5409;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Recursos humanos / segurança, meio ambiente e saúde;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;1
5410;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
5412;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Banco de dados;1
5412;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Linguagens de programação;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Modelagem de dados;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Empreendedorismo;1
5413;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Recursos humanos / segurança, meio ambiente e saúde;1
5415;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Aplicativos computacionais;1
5415;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Lógica de programação;1
5415;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Matemática;1
5415;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Introdução a redes de computadores;1
5415;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Fundamentos de hardware e montagem e manutenção de computadores;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Sistemas operacionais;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Redes TCP/IP;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Modelagem de dados;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Empreendedorismo;1
5416;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Recursos humanos / segurança, meio ambiente e saúde;1
5417;Evadido;Ampla Concorrência;2016/2;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;Técnicas em programação;1
5331;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;2
5331;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;2
5331;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;2
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Informática aplicada;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Relações humanas no trabalho;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;1
5332;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Informática aplicada;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Relações humanas no trabalho;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Desenho técnico;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;1
5334;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;1
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;1
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;1
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Metrologia;1
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;1
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Lubrificação;3
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Manutenção industrial;2
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Automação industrial;2
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Máquinas térmicas;2
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Hidráulica e pneumática;3
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;CAD - Desenho por computador;3
5335;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Legislação trabalhista;2
5336;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Mecânica técnica e resistência dos materiais;3
5336;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Eletricidade;3
5336;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Segurança, meio ambiente e saúde;2
5337;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Comunicação empresarial;2
5337;Evadido;Ampla Concorrência;2016/2;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;Informática aplicada;2
