Ano;Instituição;Estrutura com Matrícula;Modalidade de Ensino;Tipo de Curso;Tipo de Oferta;Nome do Curso;Turno do Curso;Situação;Fluxo Escolar;FluxoRetido;Matrículas
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Concluída;Em fluxo;6
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Integralizada;Em fluxo;3
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Retido;7
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Desligada;Em fluxo;8
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Concluintes;Concluída;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Em curso;Em curso;Retido;29
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Evadidos;Desligada;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Concluintes;Concluída;Em fluxo;31
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Em curso;Em curso;Retido;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Evadidos;Abandono;Em fluxo;5
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Evadidos;Desligada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Concomitante;Qualificação Profissional (FIC) - Desenvolvimento Educacional e Social;Vespertino;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Concluintes;Concluída;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Em curso;Em curso;Retido;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Evadidos;Abandono;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Evadidos;Desligada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Produção Industrial;Noturno;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Concluintes;Concluída;Em fluxo;13
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Concluintes;Integralizada;Em fluxo;3
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Em curso;Em curso;Em fluxo;70
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Em curso;Em curso;Retido;23
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Desligada;Em fluxo;42
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Concluintes;Concluída;Em fluxo;11
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Em curso;Em curso;Retido;15
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Desligada;Em fluxo;13
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Transf. externa;Em fluxo;4
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Concluintes;Concluída;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Em curso;Em curso;Em fluxo;64
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Em curso;Em curso;Retido;19
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Evadidos;Desligada;Em fluxo;42
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática para Internet;Noturno;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Concluintes;Concluída;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Em curso;Em curso;Em fluxo;39
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Em curso;Em curso;Retido;11
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Desligada;Em fluxo;7
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Concluintes;Concluída;Em fluxo;5
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Em curso;Em curso;Em fluxo;59
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Em curso;Em curso;Retido;53
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Desligada;Em fluxo;54
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Concluintes;Concluída;Em fluxo;17
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Em curso;Em curso;Em fluxo;39
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Em curso;Em curso;Retido;18
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Desligada;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Concluintes;Concluída;Em fluxo;2
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Em curso;Em curso;Em fluxo;71
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Em curso;Em curso;Retido;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Desligada;Em fluxo;7
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Transf. externa;Em fluxo;4
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Concluintes;Concluída;Em fluxo;28
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Em curso;Em curso;Em fluxo;39
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Em curso;Em curso;Retido;9
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Desligada;Em fluxo;2
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Transf. externa;Em fluxo;2
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Concluintes;Concluída;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Em curso;Em curso;Em fluxo;38
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Em curso;Em curso;Retido;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Desligada;Em fluxo;2
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Transf. externa;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Concluintes;Concluída;Em fluxo;37
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Em curso;Em curso;Em fluxo;40
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Em curso;Em curso;Retido;4
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Desligada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Transf. externa;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Concluintes;Concluída;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Em curso;Em curso;Em fluxo;40
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Em curso;Em curso;Retido;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Evadidos;Desligada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática para Internet;Matutino;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Concluintes;Concluída;Em fluxo;30
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Concluintes;Integralizada;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Em curso;Em curso;Em fluxo;104
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Em curso;Em curso;Retido;48
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Desligada;Em fluxo;12
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Transf. externa;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Concluintes;Concluída;Em fluxo;12
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Em curso;Em curso;Em fluxo;66
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Em curso;Em curso;Retido;14
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Desligada;Em fluxo;7
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Transf. externa;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Concluintes;Concluída;Em fluxo;12
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Em curso;Em curso;Em fluxo;83
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Em curso;Em curso;Retido;20
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Desligada;Em fluxo;11
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Transf. externa;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Concluintes;Concluída;Em fluxo;8
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Concluintes;Integralizada;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Em fluxo;80
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Retido;35
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Desligada;Em fluxo;10
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Transf. externa;Em fluxo;1
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Concluintes;Concluída;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Concluintes;Integralizada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Em curso;Em curso;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Em curso;Em curso;Retido;29
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Abandono;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Desligada;Em fluxo;
2025;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Transf. externa;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Concluintes;Concluída;Em fluxo;443
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Em curso;Em curso;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Em curso;Em curso;Retido;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Abandono;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Desligada;Em fluxo;13
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Reprovado;Em fluxo;417
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Concluída;Em fluxo;11
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Retido;26
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Abandono;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Desligada;Em fluxo;2
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Reprovado;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Concluintes;Concluída;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Em curso;Em curso;Em fluxo;30
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Em curso;Em curso;Retido;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais;Não se aplica;Evadidos;Abandono;Em fluxo;
