Ano;Instituição;Estrutura com Matrícula;Modalidade de Ensino;Tipo de Curso;Tipo de Oferta;Nome do Curso;Turno do Curso;Situação;Fluxo Escolar;FluxoRetido;Matrículas
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Reprovado;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Transf. externa;Em fluxo;4
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Concluintes;Concluída;Em fluxo;6
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Em fluxo;64
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Retido;25
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Abandono;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Desligada;Em fluxo;14
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Reprovado;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Transf. externa;Em fluxo;3
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Concluintes;Concluída;Em fluxo;1
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Em curso;Em curso;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Em curso;Em curso;Retido;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Evadidos;Abandono;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Evadidos;Desligada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Evadidos;Reprovado;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Ensino de Ciências Naturais Com Ênfase em Química e Física;Matutino;Evadidos;Transf. externa;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Concluintes;Concluída;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Concluintes;Integralizada;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Em curso;Em curso;Em fluxo;29
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Em curso;Em curso;Retido;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Abandono;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Desligada;Em fluxo;1
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Reprovado;Em fluxo;
2024;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Tecnologias de Produção de Rochas Ornamentais;Noturno;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Concluintes;Concluída;Em fluxo;1279
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Em curso;Em curso;Em fluxo;763
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Em curso;Em curso;Retido;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Cancelada;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Desligada;Em fluxo;79
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Reprovado;Em fluxo;1943
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Qualificação Profissional (FIC);Não se aplica;Qualificação Profissional (FIC) - Informação e Comunicação;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Concluída;Em fluxo;22
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Retido;33
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Desligada;Em fluxo;6
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Concluintes;Concluída;Em fluxo;11
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Em curso;Em curso;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Em curso;Em curso;Retido;20
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Desligada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Concluintes;Concluída;Em fluxo;31
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Em curso;Em curso;Em fluxo;78
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Em curso;Em curso;Retido;13
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Cancelada;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Desligada;Em fluxo;48
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Eletromecânica;Noturno;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Concluintes;Concluída;Em fluxo;20
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Em curso;Em curso;Em fluxo;85
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Em curso;Em curso;Retido;9
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Desligada;Em fluxo;41
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Informática;Noturno;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Concluintes;Concluída;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Em curso;Em curso;Em fluxo;35
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Em curso;Em curso;Retido;12
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Desligada;Em fluxo;6
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mecânica;Vespertino;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Concluintes;Concluída;Em fluxo;14
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Em curso;Em curso;Em fluxo;86
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Em curso;Em curso;Retido;27
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Desligada;Em fluxo;41
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Noturno;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Concluintes;Concluída;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Em curso;Em curso;Em fluxo;38
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Em curso;Em curso;Retido;15
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Desligada;Em fluxo;4
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Concomitante;Técnico em Mineração;Vespertino;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Concluintes;Concluída;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Em curso;Em curso;Em fluxo;69
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Em curso;Em curso;Retido;4
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Desligada;Em fluxo;3
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Matutino;Evadidos;Transf. externa;Em fluxo;6
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Concluintes;Concluída;Em fluxo;23
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Em curso;Em curso;Em fluxo;39
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Em curso;Em curso;Retido;5
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Desligada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Eletromecânica;Vespertino;Evadidos;Transf. externa;Em fluxo;2
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Concluintes;Concluída;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Em curso;Em curso;Em fluxo;74
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Em curso;Em curso;Retido;2
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Desligada;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Matutino;Evadidos;Transf. externa;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Concluintes;Concluída;Em fluxo;30
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Em curso;Em curso;Em fluxo;40
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Em curso;Em curso;Retido;3
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Desligada;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Técnico;Integrado;Técnico em Informática;Vespertino;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Concluintes;Concluída;Em fluxo;41
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Em curso;Em curso;Em fluxo;90
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Em curso;Em curso;Retido;40
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Desligada;Em fluxo;16
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Bacharelado em Sistemas de Informação;Integral;Evadidos;Transf. externa;Em fluxo;3
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Concluintes;Concluída;Em fluxo;8
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Em curso;Em curso;Em fluxo;42
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Em curso;Em curso;Retido;21
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Desligada;Em fluxo;22
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia de Minas;Integral;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Concluintes;Concluída;Em fluxo;21
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Em curso;Em curso;Em fluxo;73
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Em curso;Em curso;Retido;30
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Desligada;Em fluxo;10
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Bacharelado;Não se aplica;Engenharia Mecânica;Integral;Evadidos;Transf. externa;Em fluxo;1
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Concluintes;Concluída;Em fluxo;29
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Em fluxo;57
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Em curso;Em curso;Retido;24
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Desligada;Em fluxo;20
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Licenciatura;Não se aplica;Licenciatura em Matemática;Noturno;Evadidos;Transf. externa;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Concluintes;Concluída;Em fluxo;2
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Em curso;Em curso;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Em curso;Em curso;Retido;9
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Evadidos;Cancelada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Evadidos;Desligada;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Evadidos;Reprovado;Em fluxo;
2023;IFES;Campus Cachoeiro de Itapemirim;Educação Presencial;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Matutino;Evadidos;Transf. externa;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Concluída;Em fluxo;130
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Concluintes;Integralizada;Em fluxo;4
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Em curso;Em curso;Retido;67
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Desligada;Em fluxo;33
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Reprovado;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Licenciatura;Não se aplica;Licenciatura em Informática;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Concluintes;Concluída;Em fluxo;637
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Concluintes;Integralizada;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Em curso;Em curso;Em fluxo;31
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Em curso;Em curso;Retido;528
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Desligada;Em fluxo;56
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Reprovado;Em fluxo;12
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Especialização - Desenvolvimento Educacional e Social;Não se aplica;Evadidos;Transf. externa;Em fluxo;
2022;IFES;Campus Cachoeiro de Itapemirim;Educação a Distância;Especialização (Lato Sensu);Não se aplica;Programa Especial de Formação Pedagógica de Docentes;Não se aplica;Concluintes;Concluída;Em fluxo;1
