Ano;Carga Horaria;Carga Horaria Mínima;Categoria da Situação;Cor / Raça;Data de Fim Previsto do Ciclo;Data de Inicio do Ciclo;Faixa Etária;Fator Esforço Curso;Fonte de Financiamento;Idade;Instituição;Modalidade de Ensino;Nome de Curso;Renda Familiar;Sexo;Tipo de Curso;Tipo de Oferta;Turno;Unidade de Ensino;CH_Corrigida;QTDC;CHMD;CHA;FECH;DACP1;DACP2;DACP3;DACP4;DACP5;FEDA;FECHDA;MECHDA;PC;MP;AGRO;BA;MT;CMT;MT_FINAL;AE_Peso;MAE
2023;3600;3600;Concluídos;Branca;07/07/2018;15/10/2013;30 a 34 anos;1,137;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0,5<RFP<=1;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1727;2,085;760,857;0,951;0;0;0;0;182,5;0,5;0,476;0;2,5;0;0;0;0;1;0;2,5;0
2023;2870;2400;Em Curso;Branca;14/07/2017;14/02/2014;30 a 34 anos;1;UAB;33;Instituto Federal do Espírito Santo;Educação a Distância;Informática;0<RFP<=0,5;F;Licenciatura;Não se aplica;Não se aplica;Campus Cachoeiro de Itapemirim;2400;1247;1,925;702,486;0,878;0;0;0;0;182,5;0,5;0,439;0;2,5;0;0;0;0;0,25;0;2;0
2023;2870;2400;Concluídos;Branca;14/07/2017;14/02/2014;55 a 59 anos;1;UAB;59;Instituto Federal do Espírito Santo;Educação a Distância;Informática;0,5<RFP<=1;M;Licenciatura;Não se aplica;Não se aplica;Campus Cachoeiro de Itapemirim;2400;1247;1,925;702,486;0,878;0;0;0;0;182,5;0,5;0,439;0;2,5;0;0;0;0;0,25;0;2,5;0
2023;4275;3600;Evadidos;Parda;05/04/2019;07/04/2014;25 a 29 anos;1,078;Sem Programa Associado;29;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1825;1,973;720;0,9;0;0;0;0;182,5;0,5;0,45;0;2,5;0;0;0;0;1;0;2,5;0
2023;4275;3600;Evadidos;Não declarada;05/04/2019;07/04/2014;25 a 29 anos;1,078;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1,5<RFP<=2,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1825;1,973;720;0,9;0;0;0;0;182,5;0,5;0,45;0;2,5;0;0;0;0;1;0;1,5;0
2023;4275;3600;Em Curso;Parda;05/04/2019;07/04/2014;35 a 39 anos;1,078;Sem Programa Associado;35;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1825;1,973;720;0,9;0;0;0;0;182,5;0,5;0,45;0;2,5;0;0;0;0;1;0;1;0
2023;4275;3600;Evadidos;Branca;05/04/2019;07/04/2014;40 a 44 anos;1,078;Sem Programa Associado;43;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1,5<RFP<=2,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1825;1,973;720;0,9;0;0;0;0;182,5;0,5;0,45;0;2,5;0;0;0;0;1;0;1,5;0
2023;3600;3600;Em Curso;Branca;07/07/2019;01/12/2014;30 a 34 anos;1,137;Sem Programa Associado;31;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1680;2,143;782,143;0,978;0;0;0;0;182,5;0,5;0,489;0;2,5;0;0;0;0;1;0;2,5;0
2023;3600;3600;Em Curso;Parda;07/07/2019;01/12/2014;25 a 29 anos;1,137;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1680;2,143;782,143;0,978;0;0;0;0;182,5;0,5;0,489;0;2,5;0;0;0;0;1;0;2;0
2023;3225;3000;Concluídos;Parda;20/12/2019;23/02/2015;35 a 39 anos;1,008;Sem Programa Associado;35;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;1<RFP<=1,5;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1762;1,703;621,453;0,777;0;0;0;0;182,5;0,5;0,388;0;2;0;0;0;0;1;0;1;0
2023;3225;3000;Concluídos;Parda;20/12/2019;23/02/2015;30 a 34 anos;1,008;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1762;1,703;621,453;0,777;0;0;0;0;182,5;0,5;0,388;0;2;0;0;0;0;1;0;2;0
2023;2800;2400;Concluídos;Branca;21/12/2018;23/02/2015;40 a 44 anos;1;Sem Programa Associado;41;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;0,5<RFP<=1;F;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1398;1,717;626,609;0,783;0;0;0;0;182,5;0,5;0,392;0;2,5;0;0;0;0;1;0;2,5;0
2023;4275;3600;Concluídos;Parda;31/12/2019;01/06/2015;25 a 29 anos;1,078;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;RFP>3,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1675;2,149;784,478;0,981;0;0;0;0;182,5;0,5;0,49;0;2,5;0;0;0;0;1;0;0;0
2023;4275;3600;Em Curso;Parda;31/12/2019;01/06/2015;25 a 29 anos;1,078;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;RFP>3,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1675;2,149;784,478;0,981;0;0;0;0;182,5;0,5;0,49;0;2,5;0;0;0;0;1;0;0;0
2023;3225;3000;Concluídos;Branca;20/12/2019;29/02/2016;30 a 34 anos;1,008;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;1,5<RFP<=2,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;1,5;0
2023;3225;3000;Concluídos;Branca;20/12/2019;29/02/2016;30 a 34 anos;1,008;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;2,5<RFP<=3,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;0,5;0
2023;3225;3000;Concluídos;Parda;20/12/2019;29/02/2016;25 a 29 anos;1,008;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;2;0
2023;3225;3000;Em Curso;Parda;20/12/2019;29/02/2016;25 a 29 anos;1,008;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;2,5;0
2023;3225;3000;Em Curso;Branca;20/12/2019;29/02/2016;25 a 29 anos;1,008;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;2,5;0
2023;2910;2400;Em Curso;Preta;20/12/2019;29/02/2016;25 a 29 anos;1;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;1<RFP<=1,5;M;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1391;1,725;629,763;0,787;0;0;0;0;182,5;0,5;0,394;0;2,5;0;0;0;0;1;0;1;0
2023;3225;3000;Concluídos;Preta;20/12/2019;29/02/2016;30 a 34 anos;1,008;Sem Programa Associado;33;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;1;0
2023;3600;3600;Em Curso;Branca;18/12/2020;03/03/2016;30 a 34 anos;1,137;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;1,5<RFP<=2,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1752;2,055;750;0,938;0;0;0;0;182,5;0,5;0,469;0,23;2,5;0,59;0;0;0,59;1;0,59;1,5;0,35
2023;2910;2400;Em Curso;Branca;20/12/2019;29/02/2016;40 a 44 anos;1;Sem Programa Associado;44;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;0,5<RFP<=1;F;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1391;1,725;629,763;0,787;0;0;0;0;182,5;0,5;0,394;0;2,5;0;0;0;0;1;0;2,5;0
2023;4275;3600;Concluídos;Parda;18/12/2020;02/05/2016;30 a 34 anos;1,078;Sem Programa Associado;32;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;2;0,49
2023;4275;3600;Em Curso;Branca;18/12/2020;02/05/2016;30 a 34 anos;1,078;Sem Programa Associado;30;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;1;0,24
2023;4275;3600;Concluídos;Branca;18/12/2020;02/05/2016;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;2,5;0,61
2023;4275;3600;Concluídos;Parda;18/12/2020;02/05/2016;25 a 29 anos;1,078;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;1;0,24
2023;4275;3600;Evadidos;Parda;18/12/2020;02/05/2016;30 a 34 anos;1,078;Sem Programa Associado;33;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;2,5<RFP<=3,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;0,5;0,12
2023;3600;1200;Em Curso;Parda;18/12/2020;22/02/2017;20 a 24 anos;1,146;Sem Programa Associado;23;Instituto Federal do Espírito Santo;Educação Presencial;Técnico em Eletromecânica;1<RFP<=1,5;M;Técnico;Integrado;Matutino;Campus Cachoeiro de Itapemirim;3200;1396;2,292;836,676;1,046;0;0;0;0;182,5;0,5;0,523;0,26;2,5;0,65;0;0;0,65;1;0,65;1;0,26
2023;3600;1200;Evadidos;Amarela;18/12/2020;22/02/2017;20 a 24 anos;1,146;Sem Programa Associado;22;Instituto Federal do Espírito Santo;Educação Presencial;Técnico em Eletromecânica;0,5<RFP<=1;F;Técnico;Integrado;Matutino;Campus Cachoeiro de Itapemirim;3200;1396;2,292;836,676;1,046;0;0;0;0;182,5;0,5;0,523;0,26;2,5;0,65;0;0;0,65;1;0,65;2,5;0,65
2023;2910;2400;Em Curso;Branca;18/12/2020;03/03/2017;25 a 29 anos;1;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;0,5<RFP<=1;M;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1387;1,73;631,579;0,789;0;0;0;0;182,5;0,5;0,395;0,2;2,5;0,49;0;0;0,49;1;0,49;2,5;0,49
2023;2910;2400;Concluídos;Branca;18/12/2020;03/03/2017;25 a 29 anos;1;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;1<RFP<=1,5;F;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1387;1,73;631,579;0,789;0;0;0;0;182,5;0,5;0,395;0,2;2,5;0,49;0;0;0,49;1;0,49;1;0,2
2023;2910;2400;Em Curso;Preta;18/12/2020;03/03/2017;25 a 29 anos;1;Sem Programa Associado;29;Instituto Federal do Espírito Santo;Educação Presencial;Matemática;0,5<RFP<=1;M;Licenciatura;Não se aplica;Noturno;Campus Cachoeiro de Itapemirim;2400;1387;1,73;631,579;0,789;0;0;0;0;182,5;0,5;0,395;0,2;2,5;0,49;0;0;0,49;1;0,49;2,5;0,49
2023;3225;3000;Concluídos;Preta;20/12/2019;29/02/2016;40 a 44 anos;1,008;Sem Programa Associado;41;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;1,5<RFP<=2,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1391;2,157;787,203;0,984;0;0;0;0;182,5;0,5;0,492;0;2;0;0;0;0;1;0;1,5;0
2023;3225;3000;Em Curso;Preta;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2;0,49
2023;3225;3000;Em Curso;Preta;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2;0,49
2023;3225;3000;Concluídos;Branca;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;2,5<RFP<=3,5;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;0,5;0,12
2023;3225;3000;Em Curso;Parda;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;29;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2;0,49
2023;3225;3000;Concluídos;Branca;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2;0,49
2023;3225;3000;Concluídos;Parda;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;Não declarada;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;0;0
2023;3225;3000;Em Curso;Branca;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;1;0,25
2023;3225;3000;Concluídos;Branca;18/12/2020;02/03/2017;30 a 34 anos;1,008;Sem Programa Associado;32;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2,5;0,62
2023;3225;3000;Concluídos;Parda;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2;0,49
2023;3225;3000;Concluídos;Parda;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;28;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2,5;0,62
2023;3225;3000;Concluídos;Branca;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2,5;0,62
2023;3225;3000;Concluídos;Branca;18/12/2020;02/03/2017;25 a 29 anos;1,008;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1388;2,161;788,905;0,986;0;0;0;0;182,5;0,5;0,493;0,25;2;0,49;0;0;0,49;1;0,49;2,5;0,62
2023;4275;3600;Concluídos;Branca;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;3075;3000;Em Curso;Parda;24/12/2021;19/02/2018;25 a 29 anos;1,008;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Sistemas de Informação;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3000;1405;2,135;779,359;0,974;0;0;0;0;182,5;0,5;0,487;0,24;2;0,49;0;0;0,49;1;0,49;2,5;0,61
2023;4275;3600;Concluídos;Parda;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;1;0,24
2023;4275;3600;Em Curso;Branca;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;4275;3600;Em Curso;Parda;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;1;0,24
2023;4275;3600;Em Curso;Branca;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;4275;3600;Em Curso;Parda;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;4275;3600;Concluídos;Parda;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2;0,48
2023;4275;3600;Em Curso;Parda;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0<RFP<=0,5;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2;0,48
2023;4215;3600;Concluídos;Preta;17/12/2021;13/02/2017;25 a 29 anos;1,137;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1769;2,035;742,793;0,928;0;0;0;0;182,5;0,5;0,464;0,23;2,5;0,58;0;0;0,58;1;0,58;2,5;0,58
2023;4215;3600;Concluídos;Branca;17/12/2021;13/02/2017;50 a 54 anos;1,137;Sem Programa Associado;52;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1769;2,035;742,793;0,928;0;0;0;0;182,5;0,5;0,464;0,23;2,5;0,58;0;0;0,58;1;0,58;1;0,23
2023;4275;3600;Em Curso;Parda;18/12/2020;02/05/2016;25 a 29 anos;1,078;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;2,5;0,61
2023;4275;3600;Concluídos;Branca;18/12/2020;02/05/2016;25 a 29 anos;1,078;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;1;0,24
2023;4215;3600;Concluídos;Parda;17/12/2021;13/02/2017;25 a 29 anos;1,137;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0<RFP<=0,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1769;2,035;742,793;0,928;0;0;0;0;182,5;0,5;0,464;0,23;2,5;0,58;0;0;0,58;1;0,58;2;0,46
2023;4215;3600;Em Curso;Parda;17/12/2021;13/02/2017;25 a 29 anos;1,137;Sem Programa Associado;26;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0<RFP<=0,5;F;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1769;2,035;742,793;0,928;0;0;0;0;182,5;0,5;0,464;0,23;2,5;0,58;0;0;0,58;1;0,58;2;0,46
2023;4275;3600;Em Curso;Branca;13/12/2021;03/04/2017;25 a 29 anos;1,078;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1716;2,098;765,734;0,957;0;0;0;0;182,5;0,5;0,479;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;4275;3600;Em Curso;Parda;18/12/2020;02/05/2016;25 a 29 anos;1,078;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia Mecânica;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1692;2,128;776,596;0,971;0;0;0;0;182,5;0,5;0,485;0,24;2,5;0,61;0;0;0,61;1;0,61;1;0,24
2023;4215;3600;Concluídos;Não declarada;29/07/2022;04/12/2017;25 a 29 anos;1,137;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1699;2,119;773,396;0,967;0;0;0;0;182,5;0,5;0,483;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
2023;4215;3600;Em Curso;Branca;29/07/2022;04/12/2017;25 a 29 anos;1,137;Sem Programa Associado;27;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;1<RFP<=1,5;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1699;2,119;773,396;0,967;0;0;0;0;182,5;0,5;0,483;0,24;2,5;0,6;0;0;0,6;1;0,6;1;0,24
2023;4215;3600;Em Curso;Parda;29/07/2022;04/12/2017;25 a 29 anos;1,137;Sem Programa Associado;25;Instituto Federal do Espírito Santo;Educação Presencial;Engenharia de Minas;0,5<RFP<=1;M;Bacharelado;Não se aplica;Integral;Campus Cachoeiro de Itapemirim;3600;1699;2,119;773,396;0,967;0;0;0;0;182,5;0,5;0,483;0,24;2,5;0,6;0;0;0,6;1;0,6;2,5;0,6
